@relation donem_ornek

@attribute DonemTipi {Gunluk,Aylik,Yillik}
@attribute Ay {Ocak,Subat,Mart,Nisan,Mayis,Haziran,Temmuz,Agustos,Eylul,Ekim,Kasim,Aralik}
@attribute Yas numeric
@attribute Class {A,B,C}

@data
Gunluk,Aralik,65,C
Gunluk,Agustos,18,A
Yillik,Aralik,52,C
Aylik,Aralik,49,B
Gunluk,Ekim,62,C
Yillik,Mayis,21,C
Yillik,Mayis,49,C
Gunluk,Aralik,67,C
Yillik,Aralik,58,C
Yillik,Ekim,33,C
Yillik,Eylul,62,C
Yillik,Temmuz,22,C
Yillik,Nisan,24,C
Aylik,Nisan,61,C
Aylik,Aralik,35,B
Gunluk,Haziran,28,A
Aylik,Nisan,23,C
Aylik,Temmuz,19,C
Aylik,Ocak,50,C
Aylik,Mart,28,C
Gunluk,Mayis,37,C
Aylik,Mart,29,C
Gunluk,Ocak,53,C
Yillik,Aralik,49,C
Gunluk,Ekim,58,C
Yillik,Agustos,36,C
Yillik,Mayis,24,C
Gunluk,Subat,24,A
Gunluk,Ocak,52,C
Gunluk,Temmuz,52,C
Gunluk,Kasim,59,C
Yillik,Haziran,58,C
Gunluk,Ocak,64,C
Yillik,Eylul,61,C
Gunluk,Nisan,47,C
Aylik,Mart,30,B
Yillik,Eylul,62,C
Yillik,Haziran,61,C
Aylik,Ocak,33,B
Gunluk,Nisan,64,C
Gunluk,Mayis,65,C
Yillik,Mart,61,C
Aylik,Aralik,53,C
Aylik,Mart,38,B
Gunluk,Aralik,50,C
Yillik,Eylul,33,C
Gunluk,Kasim,47,C
Gunluk,Temmuz,47,C
Gunluk,Ekim,24,A
Aylik,Ekim,61,C
Yillik,Mayis,49,C
Yillik,Haziran,50,C
Yillik,Mart,35,C
Yillik,Haziran,63,C
Yillik,Eylul,42,C
Yillik,Temmuz,59,C
Yillik,Agustos,26,C
Aylik,Nisan,25,C
Yillik,Mart,36,C
Aylik,Mart,18,C
Aylik,Mart,40,B
Aylik,Agustos,33,B
Yillik,Nisan,53,C
Aylik,Mart,59,C
Aylik,Mart,35,B
Gunluk,Mayis,24,A
Gunluk,Haziran,40,C
Yillik,Mayis,45,C
Aylik,Ekim,54,C
Gunluk,Kasim,50,C
Yillik,Kasim,33,C
Gunluk,Nisan,55,C
Yillik,Temmuz,62,C
Aylik,Ocak,21,C
Gunluk,Aralik,53,C
Gunluk,Mart,20,A
Aylik,Mart,64,C
Aylik,Ocak,30,B
Yillik,Kasim,21,C
Aylik,Temmuz,28,C
Gunluk,Mart,51,C
Yillik,Ekim,20,C
Aylik,Eylul,48,B
Gunluk,Subat,26,A
Gunluk,Eylul,57,C
Aylik,Agustos,32,B
Gunluk,Agustos,65,C
Yillik,Mart,57,C
Yillik,Ocak,63,C
Gunluk,Nisan,30,C
Yillik,Agustos,39,C
Gunluk,Subat,20,A
Aylik,Subat,43,B
Aylik,Subat,32,B
Aylik,Ocak,47,B
Yillik,Mayis,67,C
Gunluk,Ekim,58,C
Yillik,Kasim,49,C
Aylik,Temmuz,41,B
Gunluk,Subat,29,A
Gunluk,Mart,56,C
Gunluk,Agustos,24,A
Gunluk,Subat,30,C
Gunluk,Aralik,19,A
Gunluk,Ocak,22,A
Yillik,Eylul,20,C
Aylik,Subat,41,B
Aylik,Eylul,55,C
Gunluk,Haziran,44,C
Aylik,Agustos,18,C
Gunluk,Kasim,28,A
Aylik,Haziran,25,C
Gunluk,Aralik,57,C
Yillik,Subat,38,C
Yillik,Eylul,37,C
Gunluk,Haziran,42,C
Yillik,Mayis,56,C
Yillik,Aralik,39,C
Gunluk,Ekim,63,C
Yillik,Subat,67,C
Aylik,Nisan,31,B
Yillik,Haziran,23,C
Yillik,Eylul,53,C
Aylik,Mayis,46,B
Gunluk,Nisan,42,C
Yillik,Mayis,23,C
Aylik,Nisan,38,B
Aylik,Nisan,53,C
Yillik,Kasim,34,C
Yillik,Kasim,28,C
Gunluk,Subat,52,C
Aylik,Nisan,59,C
Gunluk,Ekim,44,C
Yillik,Mayis,34,C
Yillik,Temmuz,30,C
Aylik,Aralik,58,C
Aylik,Aralik,55,C
Aylik,Haziran,63,C
Yillik,Eylul,43,C
Gunluk,Aralik,26,A
Yillik,Eylul,61,C
Aylik,Haziran,32,B
Aylik,Kasim,33,B
Gunluk,Agustos,31,C
Yillik,Agustos,58,C
Yillik,Ekim,59,C
Yillik,Ocak,21,C
Yillik,Subat,18,C
Yillik,Ocak,24,C
Aylik,Eylul,38,B
Yillik,Ocak,20,C
Yillik,Subat,33,C
Aylik,Mayis,56,C
Yillik,Mayis,27,C
Aylik,Mayis,41,B
Gunluk,Kasim,26,A
Aylik,Mart,53,C
Gunluk,Eylul,66,C
Aylik,Ocak,23,C
Gunluk,Temmuz,62,C
Aylik,Ekim,39,B
Gunluk,Temmuz,51,C
Gunluk,Kasim,29,A
Gunluk,Eylul,53,C
Gunluk,Mayis,44,C
Yillik,Subat,59,C
Gunluk,Haziran,46,C
Gunluk,Agustos,64,C
Yillik,Mart,33,C
Gunluk,Eylul,52,C
Gunluk,Agustos,58,C
Yillik,Agustos,31,C
Gunluk,Agustos,44,C
Aylik,Temmuz,54,C
Aylik,Mayis,35,B
Yillik,Nisan,62,C
Aylik,Nisan,60,C
Aylik,Kasim,43,B
Yillik,Haziran,53,C
Yillik,Temmuz,62,C
Aylik,Kasim,27,C
Yillik,Ocak,48,C
Yillik,Kasim,37,C
Yillik,Aralik,37,C
Yillik,Mayis,65,C
Aylik,Kasim,65,C
Aylik,Mart,57,C
Yillik,Eylul,29,C
Yillik,Eylul,62,C
Gunluk,Haziran,20,A
Aylik,Subat,21,C
Aylik,Agustos,49,B
Yillik,Subat,46,C
Aylik,Agustos,40,B
Gunluk,Haziran,37,C
Yillik,Ocak,50,C
Yillik,Mayis,32,C
Aylik,Temmuz,25,C
Yillik,Haziran,23,C
Gunluk,Mart,58,C
Aylik,Ekim,50,C
Gunluk,Ocak,48,C
Aylik,Eylul,42,B
Aylik,Haziran,48,B
Gunluk,Haziran,52,C
Aylik,Kasim,31,B
Aylik,Temmuz,64,C
Gunluk,Kasim,23,A
Aylik,Kasim,56,C
Yillik,Nisan,64,C
Aylik,Haziran,45,B
Aylik,Agustos,42,B
Aylik,Agustos,48,B
Gunluk,Temmuz,64,C
Aylik,Aralik,32,B
Yillik,Mart,54,C
Yillik,Kasim,64,C
Aylik,Aralik,31,B
Aylik,Haziran,35,B
Yillik,Subat,59,C
Aylik,Agustos,39,B
Yillik,Aralik,45,C
Yillik,Agustos,55,C
Yillik,Ocak,37,C
Yillik,Temmuz,31,C
Yillik,Eylul,44,C
Aylik,Temmuz,37,B
Aylik,Ekim,39,B
Aylik,Haziran,28,C
Yillik,Aralik,37,C
Yillik,Nisan,28,C
Yillik,Ekim,26,C
Yillik,Subat,61,C
Yillik,Mart,61,C
Aylik,Mart,22,C
Aylik,Mayis,60,C
Gunluk,Eylul,24,A
Gunluk,Ekim,36,C
Gunluk,Haziran,48,C
Gunluk,Eylul,36,C
Yillik,Eylul,65,C
Yillik,Mart,47,C
Yillik,Temmuz,38,C
Yillik,Mayis,48,C
Yillik,Aralik,40,C
Gunluk,Haziran,27,A
Yillik,Ocak,26,C
Aylik,Ocak,64,C
Aylik,Aralik,32,B
Aylik,Haziran,26,C
Aylik,Kasim,64,C
Aylik,Haziran,22,C
Gunluk,Ocak,67,C
Gunluk,Kasim,22,A
Aylik,Ekim,37,B
Yillik,Ekim,51,C
Aylik,Mayis,48,B
Aylik,Nisan,25,C
Yillik,Haziran,19,C
Aylik,Haziran,26,C
Gunluk,Aralik,39,C
Gunluk,Haziran,66,C
Gunluk,Nisan,54,C
Aylik,Mayis,28,C
Yillik,Temmuz,54,C
Aylik,Haziran,35,B
Gunluk,Kasim,61,C
Aylik,Mayis,51,C
Yillik,Nisan,47,C
Yillik,Agustos,56,C
Yillik,Eylul,40,C
Yillik,Ekim,19,C
Yillik,Temmuz,41,C
Aylik,Mayis,38,B
Aylik,Aralik,20,C
Aylik,Haziran,20,C
Aylik,Kasim,29,C
Yillik,Nisan,52,C
Gunluk,Subat,52,C
Aylik,Nisan,55,C
Yillik,Mart,66,C
Gunluk,Haziran,22,A
Gunluk,Temmuz,24,A
Yillik,Mayis,64,C
Aylik,Aralik,67,C
Aylik,Temmuz,45,B
Gunluk,Haziran,40,C
Aylik,Eylul,57,C
Gunluk,Ocak,47,C
Aylik,Mayis,38,B
Yillik,Nisan,50,C
Gunluk,Agustos,42,C
Gunluk,Temmuz,45,C
Gunluk,Mart,21,A
Gunluk,Ocak,56,C
Yillik,Nisan,65,C
Yillik,Temmuz,54,C
Gunluk,Mart,22,A
Aylik,Mart,19,C
Aylik,Temmuz,53,C
Gunluk,Haziran,20,A
Gunluk,Haziran,28,A
Aylik,Mayis,65,C
Aylik,Ocak,31,B
Aylik,Nisan,45,B
Yillik,Agustos,55,C
Yillik,Mayis,32,C
Yillik,Aralik,56,C
Gunluk,Eylul,49,C
Gunluk,Nisan,23,A
Gunluk,Temmuz,62,C
Yillik,Ocak,40,C
Gunluk,Aralik,26,A
Gunluk,Ekim,48,C
Aylik,Temmuz,44,B
Yillik,Nisan,33,C
Yillik,Mayis,41,C
Aylik,Mayis,61,C
Yillik,Ocak,44,C
Gunluk,Nisan,23,A
Yillik,Kasim,64,C
Aylik,Ocak,18,C
Yillik,Temmuz,44,C
Aylik,Aralik,32,B
Aylik,Mart,32,B
Yillik,Agustos,35,C
Gunluk,Agustos,45,C
Aylik,Haziran,51,C
Gunluk,Ocak,48,C
Aylik,Eylul,58,C
Gunluk,Ocak,28,A
Gunluk,Eylul,36,C
Yillik,Eylul,54,C
Gunluk,Ekim,60,C
Gunluk,Ekim,24,A
Aylik,Nisan,53,C
Gunluk,Ocak,58,C
Gunluk,Nisan,32,C
Yillik,Ekim,42,C
Gunluk,Subat,66,C
Yillik,Haziran,60,C
Yillik,Ekim,25,C
Yillik,Temmuz,49,C
Gunluk,Agustos,45,C
Aylik,Nisan,63,C
Aylik,Subat,38,B
Yillik,Mayis,64,C
Yillik,Haziran,63,C
Aylik,Nisan,38,B
Yillik,Mart,59,C
Aylik,Mart,18,C
Yillik,Aralik,56,C
Gunluk,Haziran,35,C
Yillik,Kasim,56,C
Yillik,Eylul,21,C
Aylik,Kasim,46,B
Yillik,Agustos,27,C
Gunluk,Haziran,19,A
Gunluk,Aralik,62,C
Aylik,Nisan,66,C
Aylik,Subat,64,C
Yillik,Eylul,67,C
Yillik,Aralik,20,C
Yillik,Ocak,46,C
Yillik,Kasim,36,C
Yillik,Eylul,51,C
Yillik,Mart,18,C
Aylik,Eylul,58,C
Gunluk,Ocak,60,C
Yillik,Agustos,45,C
Gunluk,Aralik,47,C
Aylik,Aralik,60,C
Gunluk,Eylul,47,C
Aylik,Eylul,47,B
Aylik,Mart,29,C
Yillik,Eylul,47,C
Aylik,Subat,54,C
Yillik,Ocak,47,C
Aylik,Kasim,26,C
Yillik,Temmuz,20,C
Aylik,Mayis,64,C
Aylik,Haziran,47,B
Gunluk,Temmuz,60,C
Aylik,Mayis,45,B
Yillik,Ekim,54,C
Aylik,Aralik,33,B
Aylik,Eylul,45,B
Gunluk,Nisan,19,A
Gunluk,Mayis,32,C
Aylik,Temmuz,44,B
Yillik,Mart,18,C
Gunluk,Subat,55,C
Yillik,Nisan,54,C
Yillik,Temmuz,58,C
Aylik,Kasim,57,C
Aylik,Temmuz,55,C
Yillik,Ocak,46,C
Aylik,Mart,20,C
Yillik,Eylul,29,C
Aylik,Aralik,41,B
Yillik,Agustos,41,C
Gunluk,Mayis,19,A
Aylik,Mayis,43,B
Yillik,Mart,20,C
Gunluk,Aralik,63,C
Aylik,Kasim,50,C
Aylik,Kasim,20,C
Yillik,Temmuz,38,C
Aylik,Temmuz,67,C
Aylik,Agustos,20,C
Aylik,Aralik,42,B
Yillik,Mart,35,C
Gunluk,Mart,57,C
Yillik,Ekim,58,C
Yillik,Haziran,33,C
Gunluk,Temmuz,28,A
Gunluk,Temmuz,55,C
Yillik,Aralik,39,C
Aylik,Kasim,28,C
Yillik,Kasim,28,C
Yillik,Aralik,37,C
Gunluk,Agustos,28,A
Gunluk,Kasim,54,C
Aylik,Agustos,32,B
Yillik,Haziran,39,C
Yillik,Ekim,35,C
Yillik,Nisan,21,C
Aylik,Eylul,59,C
Gunluk,Temmuz,47,C
Aylik,Nisan,65,C
Gunluk,Nisan,29,A
Yillik,Kasim,53,C
Gunluk,Kasim,28,A
Aylik,Haziran,34,B
Gunluk,Temmuz,26,A
Gunluk,Mayis,52,C
Yillik,Eylul,48,C
Aylik,Temmuz,63,C
Yillik,Ekim,35,C
Yillik,Temmuz,24,C
Aylik,Ekim,28,C
Yillik,Ekim,27,C
Yillik,Nisan,48,C
Yillik,Kasim,39,C
Gunluk,Nisan,42,C
Yillik,Mart,25,C
Yillik,Temmuz,62,C
Yillik,Ekim,40,C
Gunluk,Subat,48,C
Yillik,Ekim,49,C
Yillik,Aralik,66,C
Aylik,Agustos,57,C
Aylik,Temmuz,64,C
Gunluk,Ekim,62,C
Yillik,Agustos,29,C
Gunluk,Ekim,23,A
Yillik,Ocak,48,C
Aylik,Subat,60,C
Aylik,Temmuz,44,B
Aylik,Mayis,60,C
Gunluk,Eylul,53,C
Yillik,Mayis,21,C
Gunluk,Temmuz,39,C
Gunluk,Nisan,49,C
Gunluk,Eylul,50,C
Aylik,Aralik,49,B
Aylik,Eylul,46,B
Yillik,Nisan,39,C
Yillik,Haziran,32,C
Yillik,Mayis,25,C
Aylik,Mayis,45,B
Gunluk,Mayis,41,C
Gunluk,Kasim,44,C
Gunluk,Agustos,64,C
Yillik,Kasim,63,C
Aylik,Subat,43,B
Gunluk,Haziran,29,A
Aylik,Haziran,43,B
Aylik,Temmuz,22,C
Yillik,Mayis,48,C
Yillik,Kasim,32,C
Gunluk,Ekim,49,C
Gunluk,Ekim,19,A
Gunluk,Agustos,35,C
Yillik,Aralik,65,C
Aylik,Kasim,29,C
Yillik,Kasim,65,C
Aylik,Temmuz,44,B
Yillik,Aralik,25,C
Yillik,Aralik,52,C
Yillik,Subat,24,C
Aylik,Subat,22,C
Gunluk,Temmuz,32,C
Aylik,Agustos,40,B
Gunluk,Temmuz,56,C
Yillik,Eylul,26,C
Aylik,Mart,57,C
Aylik,Ekim,65,C
Yillik,Temmuz,33,C
Yillik,Nisan,18,C
Gunluk,Ocak,32,C
Gunluk,Ocak,46,C
Aylik,Kasim,23,C
Yillik,Ocak,39,C
Yillik,Temmuz,28,C
Yillik,Mayis,20,C
Gunluk,Subat,35,C
Gunluk,Nisan,62,C
Yillik,Temmuz,59,C
Gunluk,Eylul,39,C
Aylik,Subat,42,B
Gunluk,Eylul,37,C
Gunluk,Eylul,61,C
Gunluk,Eylul,43,C
Gunluk,Mart,37,C
Aylik,Ekim,33,B
Aylik,Mayis,58,C
Yillik,Ocak,28,C
Yillik,Agustos,25,C
Aylik,Aralik,58,C
Gunluk,Agustos,47,C
Yillik,Agustos,32,C
Yillik,Mart,57,C
Aylik,Mayis,67,C
Aylik,Eylul,65,C
Gunluk,Subat,25,A
Yillik,Agustos,53,C
Gunluk,Nisan,31,C
Gunluk,Nisan,43,C
Aylik,Ocak,43,B
Gunluk,Eylul,23,A
Yillik,Nisan,35,C
Aylik,Temmuz,27,C
Gunluk,Kasim,61,C
Aylik,Mayis,24,C
Yillik,Haziran,65,C
Yillik,Haziran,30,C
Yillik,Haziran,28,C
Gunluk,Agustos,19,A
Yillik,Ekim,38,C
Aylik,Eylul,66,C
Gunluk,Haziran,30,C
Gunluk,Agustos,39,C
Aylik,Subat,41,B
Gunluk,Aralik,66,C
Gunluk,Kasim,40,C
Aylik,Eylul,44,B
Gunluk,Haziran,28,A
Gunluk,Mart,31,C
Yillik,Haziran,34,C
Yillik,Kasim,51,C
Aylik,Eylul,27,C
Aylik,Nisan,28,C
Aylik,Mayis,54,C
Yillik,Agustos,56,C
Aylik,Mayis,57,C
Yillik,Temmuz,33,C
Aylik,Aralik,42,B
Gunluk,Ocak,28,A
Aylik,Mayis,24,C
Aylik,Aralik,23,C
Yillik,Nisan,30,C
Yillik,Kasim,40,C
Gunluk,Temmuz,21,A
Yillik,Nisan,61,C
Yillik,Mart,59,C
Yillik,Temmuz,55,C
Aylik,Ekim,29,C
Gunluk,Subat,54,C
Gunluk,Haziran,32,C
Gunluk,Agustos,25,A
Gunluk,Mart,57,C
Yillik,Ocak,36,C
Aylik,Kasim,67,C
Aylik,Agustos,32,B
Aylik,Mart,58,C
Gunluk,Mayis,56,C
Gunluk,Kasim,50,C
Gunluk,Subat,40,C
Yillik,Eylul,32,C
Gunluk,Ekim,55,C
Aylik,Aralik,53,C
Yillik,Mart,42,C
Aylik,Haziran,51,C
Yillik,Aralik,49,C
Yillik,Aralik,37,C
Yillik,Kasim,52,C
Aylik,Haziran,59,C
Gunluk,Agustos,50,C
Yillik,Nisan,31,C
Gunluk,Temmuz,32,C
Aylik,Subat,31,B
Aylik,Aralik,34,B
Aylik,Agustos,30,B
Yillik,Ekim,24,C
Gunluk,Nisan,54,C
Yillik,Nisan,50,C
Gunluk,Eylul,47,C
Gunluk,Mayis,63,C
Yillik,Kasim,44,C
Yillik,Eylul,55,C
Gunluk,Haziran,63,C
Yillik,Agustos,25,C
Gunluk,Temmuz,61,C
Gunluk,Temmuz,58,C
Gunluk,Eylul,26,A
Yillik,Haziran,30,C
Gunluk,Haziran,24,A
Gunluk,Mart,65,C
Aylik,Subat,58,C
Aylik,Ocak,61,C
Aylik,Ekim,38,B
Aylik,Subat,49,B
Gunluk,Ocak,22,A
Aylik,Ocak,20,C
Yillik,Subat,41,C
Yillik,Ocak,35,C
Yillik,Agustos,29,C
Gunluk,Temmuz,27,A
Gunluk,Agustos,37,C
Gunluk,Ekim,36,C
Yillik,Agustos,41,C
Aylik,Subat,54,C
Yillik,Eylul,20,C
Aylik,Kasim,32,B
Gunluk,Ocak,28,A
Gunluk,Ocak,51,C
Aylik,Aralik,41,B
Gunluk,Mart,48,C
Aylik,Mayis,44,B
Yillik,Ekim,67,C
Gunluk,Ekim,40,C
Gunluk,Mart,66,C
Yillik,Subat,49,C
Gunluk,Kasim,32,C
Gunluk,Ekim,22,A
Aylik,Mart,55,C
Gunluk,Mayis,58,C
Yillik,Agustos,42,C
Yillik,Ocak,54,C
Yillik,Haziran,28,C
Aylik,Mart,29,C
Yillik,Mart,51,C
Yillik,Mayis,21,C
Gunluk,Temmuz,32,C
Yillik,Mart,62,C
Yillik,Nisan,50,C
Aylik,Haziran,29,C
Yillik,Haziran,48,C
Gunluk,Haziran,18,A
Aylik,Agustos,56,C
Aylik,Nisan,35,B
Yillik,Mart,24,C
Aylik,Subat,24,C
Yillik,Ocak,63,C
Gunluk,Mart,28,A
Yillik,Ekim,40,C
Aylik,Ekim,62,C
Gunluk,Mart,67,C
Aylik,Ocak,37,B
Gunluk,Eylul,18,A
Aylik,Mart,60,C
Aylik,Kasim,20,C
Yillik,Haziran,53,C
Gunluk,Mart,19,A
Gunluk,Eylul,55,C
Aylik,Mayis,38,B
Aylik,Mayis,21,C
Yillik,Mayis,39,C
Aylik,Eylul,38,B
Yillik,Aralik,27,C
Gunluk,Eylul,56,C
Yillik,Temmuz,57,C
Yillik,Mart,21,C
Gunluk,Subat,50,C
Yillik,Haziran,27,C
Yillik,Mayis,23,C
Aylik,Eylul,62,C
Aylik,Eylul,51,C
Yillik,Kasim,63,C
Aylik,Aralik,65,C
Yillik,Mayis,27,C
Aylik,Mart,67,C
Gunluk,Agustos,40,C
Yillik,Eylul,34,C
Gunluk,Agustos,35,C
Yillik,Eylul,39,C
Yillik,Nisan,42,C
Aylik,Nisan,35,B
Gunluk,Temmuz,26,A
Yillik,Ekim,47,C
Aylik,Haziran,31,B
Yillik,Ekim,33,C
Gunluk,Aralik,60,C
Gunluk,Kasim,61,C
Aylik,Ocak,42,B
Yillik,Eylul,21,C
Aylik,Temmuz,59,C
Yillik,Temmuz,36,C
Gunluk,Temmuz,39,C
Yillik,Ocak,48,C
Yillik,Mart,58,C
Aylik,Mart,52,C
Aylik,Ekim,18,C
Yillik,Ocak,36,C
Yillik,Ocak,36,C
Gunluk,Agustos,28,A
Yillik,Haziran,45,C
Aylik,Mart,47,B
Gunluk,Subat,65,C
Aylik,Nisan,62,C
Gunluk,Subat,50,C
Gunluk,Subat,40,C
Gunluk,Ekim,22,A
Gunluk,Subat,40,C
Yillik,Temmuz,35,C
Yillik,Subat,42,C
Gunluk,Nisan,62,C
Aylik,Eylul,34,B
Aylik,Aralik,27,C
Yillik,Ekim,59,C
Yillik,Mayis,67,C
Yillik,Eylul,35,C
Aylik,Kasim,23,C
Yillik,Eylul,53,C
Aylik,Ekim,47,B
Aylik,Temmuz,31,B
Aylik,Ocak,67,C
Gunluk,Subat,51,C
Gunluk,Mayis,32,C
Gunluk,Kasim,49,C
Gunluk,Agustos,24,A
Aylik,Mart,47,B
Yillik,Ocak,33,C
Aylik,Aralik,47,B
Aylik,Temmuz,49,B
Gunluk,Ocak,29,A
Aylik,Subat,33,B
Gunluk,Temmuz,50,C
Gunluk,Nisan,26,A
Aylik,Temmuz,26,C
Yillik,Nisan,55,C
Yillik,Aralik,40,C
Yillik,Subat,18,C
Aylik,Aralik,51,C
Yillik,Aralik,26,C
Aylik,Mart,66,C
Gunluk,Subat,24,A
Gunluk,Temmuz,41,C
Yillik,Nisan,56,C
Gunluk,Kasim,27,A
Aylik,Haziran,31,B
Yillik,Temmuz,49,C
Aylik,Agustos,43,B
Gunluk,Mayis,46,C
Gunluk,Mayis,50,C
Yillik,Nisan,46,C
Aylik,Haziran,50,C
Aylik,Mart,44,B
Aylik,Temmuz,60,C
Gunluk,Eylul,27,A
Aylik,Kasim,33,B
Gunluk,Kasim,19,A
Gunluk,Ocak,51,C
Yillik,Subat,38,C
Aylik,Ocak,47,B
Aylik,Aralik,21,C
Gunluk,Subat,49,C
Aylik,Haziran,36,B
Aylik,Eylul,20,C
Aylik,Ocak,38,B
Gunluk,Nisan,38,C
Yillik,Temmuz,29,C
Gunluk,Subat,27,A
Yillik,Kasim,58,C
Gunluk,Mayis,27,A
Aylik,Temmuz,23,C
Yillik,Agustos,62,C
Gunluk,Aralik,23,A
Aylik,Mart,56,C
Gunluk,Aralik,50,C
Gunluk,Ekim,34,C
Gunluk,Agustos,25,A
Aylik,Temmuz,28,C
Gunluk,Temmuz,49,C
Gunluk,Mart,55,C
Yillik,Aralik,48,C
Aylik,Temmuz,37,B
Yillik,Mayis,39,C
Aylik,Nisan,20,C
Aylik,Ekim,25,C
Aylik,Temmuz,53,C
Aylik,Subat,57,C
Yillik,Agustos,62,C
Aylik,Ekim,31,B
Yillik,Ocak,64,C
Yillik,Agustos,64,C
Aylik,Haziran,58,C
Yillik,Kasim,62,C
Aylik,Mayis,42,B
Yillik,Mayis,45,C
Yillik,Temmuz,67,C
Gunluk,Eylul,47,C
Gunluk,Kasim,66,C
Aylik,Eylul,62,C
Aylik,Kasim,54,C
Gunluk,Haziran,59,C
Gunluk,Aralik,20,A
Gunluk,Haziran,27,A
Yillik,Eylul,57,C
Aylik,Mart,34,B
Gunluk,Ocak,20,A
Gunluk,Eylul,43,C
Aylik,Aralik,32,B
Yillik,Kasim,33,C
Yillik,Mart,64,C
Yillik,Temmuz,49,C
Aylik,Haziran,22,C
Aylik,Agustos,20,C
Aylik,Eylul,28,C
Aylik,Ekim,54,C
Gunluk,Eylul,19,A
Aylik,Subat,46,B
Aylik,Agustos,47,B
Gunluk,Ekim,66,C
Aylik,Ocak,31,B
Gunluk,Nisan,40,C
Gunluk,Aralik,18,A
Aylik,Mart,63,C
Gunluk,Temmuz,51,C
Yillik,Aralik,63,C
Aylik,Mayis,38,B
Gunluk,Nisan,57,C
Aylik,Mart,34,B
Yillik,Mart,57,C
Yillik,Kasim,47,C
Gunluk,Temmuz,53,C
Yillik,Ocak,61,C
Gunluk,Aralik,34,C
Aylik,Kasim,45,B
Aylik,Ekim,24,C
Gunluk,Agustos,20,A
Gunluk,Mart,47,C
Gunluk,Agustos,25,A
Yillik,Ekim,52,C
Yillik,Mayis,41,C
Gunluk,Subat,50,C
Aylik,Subat,32,B
Yillik,Subat,35,C
Yillik,Kasim,35,C
Gunluk,Mart,30,C
Gunluk,Mart,20,A
Yillik,Mayis,33,C
Yillik,Mart,50,C
Yillik,Agustos,26,C
Aylik,Agustos,42,B
Gunluk,Mayis,55,C
Aylik,Mayis,47,B
Aylik,Mayis,20,C
Yillik,Haziran,50,C
Gunluk,Mayis,43,C
Aylik,Haziran,39,B
Gunluk,Aralik,28,A
Aylik,Ocak,46,B
Yillik,Haziran,59,C
Aylik,Ekim,39,B
Yillik,Aralik,25,C
Yillik,Haziran,43,C
Yillik,Ekim,41,C
Aylik,Temmuz,25,C
Aylik,Temmuz,22,C
Yillik,Ekim,34,C
Gunluk,Subat,30,C
Aylik,Agustos,61,C
Aylik,Mayis,66,C
Aylik,Aralik,24,C
Yillik,Kasim,18,C
Gunluk,Eylul,32,C
Gunluk,Subat,56,C
Gunluk,Aralik,20,A
Yillik,Agustos,29,C
Gunluk,Kasim,49,C
Aylik,Temmuz,33,B
Aylik,Haziran,22,C
Yillik,Mart,37,C
Yillik,Mart,58,C
Gunluk,Kasim,29,A
Aylik,Eylul,46,B
Gunluk,Mayis,60,C
Aylik,Agustos,44,B
Aylik,Eylul,37,B
Gunluk,Agustos,25,A
Yillik,Agustos,35,C
Aylik,Ekim,64,C
Yillik,Kasim,38,C
Gunluk,Temmuz,61,C
Gunluk,Nisan,28,A
Aylik,Kasim,36,B
Yillik,Haziran,35,C
Gunluk,Agustos,65,C
Yillik,Subat,54,C
Yillik,Mayis,30,C
Yillik,Mart,26,C
Gunluk,Mayis,54,C
Gunluk,Haziran,21,A
Aylik,Ekim,23,C
Aylik,Kasim,35,B
Aylik,Haziran,63,C
Gunluk,Aralik,33,C
Gunluk,Kasim,20,A
Yillik,Kasim,31,C
Aylik,Agustos,46,B
Aylik,Subat,53,C
Yillik,Aralik,56,C
Gunluk,Mart,54,C
Yillik,Ocak,35,C
Yillik,Nisan,45,C
Gunluk,Ekim,54,C
Yillik,Eylul,44,C
Yillik,Agustos,62,C
Aylik,Aralik,52,C
Gunluk,Aralik,60,C
Yillik,Mayis,21,C
Gunluk,Mayis,56,C
Yillik,Mayis,30,C
Aylik,Mart,65,C
Yillik,Aralik,24,C
Yillik,Ocak,34,C
Gunluk,Ocak,24,A
Yillik,Mart,60,C
Aylik,Mart,37,B
Gunluk,Agustos,26,A
Gunluk,Temmuz,47,C
Yillik,Mart,27,C
Yillik,Subat,59,C
Gunluk,Mart,47,C
Aylik,Mart,58,C
Gunluk,Subat,28,A
Gunluk,Kasim,24,A
Yillik,Mayis,66,C
Yillik,Nisan,19,C
Gunluk,Mayis,26,A
Gunluk,Aralik,42,C
Aylik,Temmuz,27,C
Aylik,Kasim,56,C
Aylik,Haziran,51,C
Yillik,Nisan,29,C
Aylik,Agustos,19,C
Gunluk,Agustos,23,A
Aylik,Subat,51,C
Gunluk,Haziran,36,C
Gunluk,Nisan,44,C
Aylik,Haziran,30,B
Aylik,Ekim,33,B
Gunluk,Agustos,32,C
Gunluk,Eylul,29,A
Yillik,Agustos,38,C
Gunluk,Agustos,21,A
Gunluk,Nisan,33,C
Yillik,Aralik,37,C
Yillik,Subat,29,C
Aylik,Haziran,25,C
Aylik,Subat,63,C
Aylik,Mayis,36,B
Gunluk,Mayis,19,A
Gunluk,Mayis,61,C
Yillik,Subat,48,C
Yillik,Eylul,21,C
Aylik,Nisan,50,C
Gunluk,Mart,34,C
Aylik,Temmuz,33,B
Yillik,Haziran,50,C
Gunluk,Ocak,49,C
